PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	2q36.3	2	227805760	rs1811711-?	rs1811711	1811711	5_prime_UTR_variant		2E-07	6.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	1p36.33	1	1312114	rs12103-?	rs12103	12103	synonymous_variant		2E-07	6.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	6p22.3	6	20812357	rs9358372-?	rs9358372	9358372	intron_variant		2E-07	6.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	15q26.1	15	90629669	rs7495132-?	rs7495132	7495132	intron_variant		3E-07	6.52287874528034
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	2q22.3	2	144734815	rs11681525-?	rs11681525	11681525	intron_variant		3E-07	6.52287874528034
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	2p23.3	2	24874775	rs13407913-?	rs13407913	13407913	intron_variant		3E-07	6.52287874528034
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	13q14.11	13	40439840	rs941823-?	rs941823	941823	intron_variant		4E-07	6.39794000867204
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	20q13.13	20	50338887	rs913678-?	rs913678	913678	regulatory_region_variant		4E-07	6.39794000867204
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	6p22.3	6	21430497	rs71559680-?	rs71559680	71559680	intergenic_variant		5E-07	6.30102999566398
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	10q23.33	10	92677094	rs7911264-?	rs7911264	7911264	intergenic_variant		5E-07	6.30102999566398
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	8q24.21	8	128554935	rs6651252-?	rs6651252	6651252	intron_variant		6E-07	6.22184874961636
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	1p36.32	1	2569899	rs10797432-?	rs10797432	10797432	regulatory_region_variant		8E-07	6.09691001300806
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	11p15.5	11	1852842	rs907611-?	rs907611	907611	regulatory_region_variant		1E-06	6
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	16p13.13	16	11279463	rs529866-?	rs529866	529866	intron_variant		1E-06	6
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	8q24.21	8	129611859	rs1991866-?	rs1991866	1991866	intron_variant		1E-06	6
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	13q32.3	13	99304368	rs9557195-?	rs9557195	9557195	intron_variant		1E-06	6
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	10q21.1	10	58153390	rs1819658-?	rs1819658	1819658	regulatory_region_variant		1E-06	6
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	11q23.2	11	114526441	rs200349593-?	rs200349593	200349593	intron_variant		2E-06	5.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	5q31.1	5	135107916	rs254560-?	rs254560	254560	intron_variant		2E-06	5.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	11q12.2	11	61008737	rs11230563-?	rs11230563	11230563	missense_variant		2E-06	5.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	20q13.12	20	46113425	rs1569723-?	rs1569723	1569723	regulatory_region_variant		2E-06	5.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	5q35.1	5	172897975	rs564349-?	rs564349	564349	3_prime_UTR_variant		2E-06	5.69897000433602
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	12p13.31	12	6381959	rs7954567-?	rs7954567	7954567	intron_variant		3E-06	5.52287874528034
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	9q22.2	9	91166134	rs4743820-?	rs4743820	4743820	intron_variant		4E-06	5.39794000867204
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	4q24	4	101944147	rs13126505-?	rs13126505	13126505	intron_variant		4E-06	5.39794000867204
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	7q31.2	7	117252792	rs38904-?	rs38904	38904	intergenic_variant		4E-06	5.39794000867204
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	19q13.33	19	48702915	rs516246-?	rs516246	516246	intron_variant		5E-06	5.30102999566398
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	5p15.2	5	10695414	rs2930047-?	rs2930047	2930047	intron_variant		5E-06	5.30102999566398
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	2q37.1	2	230232414	rs6716753-?	rs6716753	6716753	intron_variant		6E-06	5.22184874961636
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	8q11.21	8	48216682	rs7011507-?	rs7011507	7011507	intergenic_variant		6E-06	5.22184874961636
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	20q11.21	20	32137845	rs6142618-?	rs6142618	6142618	intron_variant		6E-06	5.22184874961636
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	13q14.11	13	42343725	rs80244186-?	rs80244186	80244186	intron_variant		6E-06	5.22184874961636
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	12q13.11	12	47814585	rs11168249-?	rs11168249	11168249	intron_variant		7E-06	5.15490195998574
28067908	de Lange KM	2017-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28067908	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.	Inflammatory bowel disease	25,042 European and unknown ancestry cases, 34,915 European and unknown ancestry controls	22q12.3	22	35333728	rs138788-?	rs138788	138788	intron_variant		8E-06	5.09691001300806
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p36.22	1	9232223	rs9434723-A	rs9434723	9434723	intergenic_variant	0.155	9E-13	12.0457574905607
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p36.13	1	16980180	rs2284746-C	rs2284746	2284746	intron_variant	0.475	1E-40	40
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p36.12	1	21256818	rs212524-T	rs212524	212524	intron_variant	0.404	5E-12	11.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p36.12	1	23178302	rs2806561-A	rs2806561	2806561	regulatory_region_variant	0.567	2E-20	19.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p34.2	1	41090581	rs6600365-T	rs6600365	6600365	intron_variant	0.569	2E-20	19.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p31.1	1	78157942	rs17391694-T	rs17391694	17391694	intergenic_variant	0.123	4E-16	15.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p22.2	1	88673358	rs7551732-A	rs7551732	7551732	intron_variant	0.608	6E-20	19.2218487496164
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p13.2	1	112659949	rs12120956-A	rs12120956	12120956	intron_variant	0.229	2E-12	11.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p12	1	118312964	rs9428104-A	rs9428104	9428104	intergenic_variant	0.247	3E-36	35.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1p12	1	119722200	rs12144094-C	rs12144094	12144094	intron_variant	0.844	2E-09	8.69897000433602
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1q21.2	1	149966973	rs3767627-T	rs3767627	3767627	intron_variant	0.844	4E-19	18.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1q24.3	1	172114741	rs6694089-A	rs6694089	6694089	intron_variant	0.279	4E-33	32.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1q25.3	1	184037985	rs3814333-T	rs3814333	3814333	regulatory_region_variant	0.323	5E-51	50.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1q41	1	218802133	rs12411277-A	rs12411277	12411277	intergenic_variant	0.368	2E-13	12.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	1q42.13	1	227562367	rs6696239-A	rs6696239	6696239	regulatory_region_variant	0.187	7E-24	23.1549019599857
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p23.3	2	24817213	rs2278483-T	rs2278483	2278483	intron_variant	0.235	8E-33	32.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p23.3	2	25240614	rs2289195-A	rs2289195	2289195	intron_variant	0.43	2E-37	36.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p23.3	2	27518370	rs780094-T	rs780094	780094	intron_variant	0.386	6E-12	11.2218487496164
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p22.3	2	33136358	rs6714546-A	rs6714546	6714546	intron_variant	0.279	2E-18	17.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p22.2	2	36541732	rs711245-A	rs711245	711245	intron_variant	0.332	4E-14	13.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p21	2	44547063	rs897080-T	rs897080	897080	intron_variant	0.743	2E-16	15.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p16.1	2	55869757	rs3791679-A	rs3791679	3791679	intron_variant	0.766	2E-67	66.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p14	2	68267870	rs2120335-A	rs2120335	2120335	intergenic_variant	0.406	8E-10	9.09691001300806
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p13.2	2	71357355	rs7568069-A	rs7568069	7568069	intron_variant	0.578	3E-13	12.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2p11.2	2	88625104	rs11684404-T	rs11684404	11684404	intron_variant	0.661	9E-25	24.0457574905607
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q35	2	217281357	rs17181956-T	rs17181956	17181956	intergenic_variant	0.129	4E-09	8.39794000867204
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q35	2	217419555	rs994533-C	rs994533	994533	intron_variant	0.331	1E-17	17
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q35	2	219084462	rs16859517-T	rs16859517	16859517	intron_variant	0.039	5E-17	16.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.1	2	231931900	rs749052-T	rs749052	749052	intergenic_variant	0.938	2E-26	25.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.1	2	232117547	rs11677466-A	rs11677466	11677466	intron_variant	0.914	3E-23	22.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.1	2	232577381	rs13393800-A	rs13393800	13393800	intron_variant	0.295	1E-17	17
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	2q37.3	2	240879110	rs4344931-A	rs4344931	4344931	3_prime_UTR_variant	0.29	8E-10	9.09691001300806
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p21.2	3	51034282	rs13088462-T	rs13088462	13088462	intron_variant	0.941	8E-18	17.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p21.1	3	52797685	rs2240919-C	rs2240919	2240919	intron_variant	0.658	5E-17	16.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p14.3	3	56633654	rs9835332-C	rs9835332	9835332	missense_variant	0.46	4E-22	21.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3p13	3	72406204	rs12330322-T	rs12330322	12330322	intron_variant	0.218	3E-22	21.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q21.3	3	129332100	rs6439168-A	rs6439168	6439168	intergenic_variant	0.212	8E-25	24.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q22.3	3	136388707	rs9880211-A	rs9880211	9880211	intron_variant	0.248	2E-18	17.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q23	3	141386728	rs724016-A	rs724016	724016	5_prime_UTR_variant	0.555	3E-158	157.52287874528
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q26.31	3	172251287	rs7652177-C	rs7652177	7652177	missense_variant	0.49	3E-39	38.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q26.31	3	172445659	rs509035-A	rs509035	509035	intron_variant	0.316	3E-23	22.5228787452803
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	3q27.2	3	185830895	rs720390-A	rs720390	720390	intergenic_variant	0.383	1E-29	29
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4p16.2	4	5033860	rs6446315-A	rs6446315	6446315	intergenic_variant	0.833	4E-11	10.397940008672
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4p15.33	4	12961950	rs763318-A	rs763318	763318	intergenic_variant	0.468	8E-13	12.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4p15.31	4	17935011	rs7692995-T	rs7692995	7692995	intron_variant	0.848	1E-71	71
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q12	4	55533481	rs13113518-T	rs13113518	13113518	intron_variant	0.636	8E-09	8.09691001300806
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q12	4	56957310	rs17081935-T	rs17081935	17081935	intron_variant	0.195	7E-17	16.1549019599857
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q13.3	4	72610297	rs9993613-T	rs9993613	9993613	intergenic_variant	0.473	5E-24	23.301029995664
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q21.21	4	81234414	rs17556750-A	rs17556750	17556750	intergenic_variant	0.314	8E-48	47.0969100130081
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q25	4	108487452	rs1562975-A	rs1562975	1562975	intergenic_variant	0.301	6E-15	14.2218487496164
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q31.21	4	144653692	rs1812175-A	rs1812175	1812175	intron_variant	0.163	2E-86	85.698970004336
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	4q31.21	4	144918112	rs4240326-A	rs4240326	4240326	intron_variant	0.464	3E-43	42.5228787452803
